Timestamp,Iterations,LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,EyeStatus,,lowalpha,highalpha
54.45986724,501,1316.039377,-2.75647931,568.0789446,-2.309959502,336.8744822,0.540897882,517.8302727,-1.792337256,1343.514321,0.196058235,3705.43335,0.010834398,OOOOOO,,591.1490144,564.8190971
54.56300282,502,328.0514948,-0.042348331,593.7384656,-0.841943172,388.0472717,-0.945104023,513.2968607,-1.33974358,1258.091921,-0.15541954,3590.618758,-0.015461552,OOOOOO,,,
54.66526127,503,952.6165123,1.28287026,243.5871128,2.240159288,315.194047,-0.789291776,421.9053462,-0.497412255,1036.708497,-0.929164483,3442.479186,-0.646926724,OOOOOO,,lowbeta,highbeta
54.76325154,504,755.1353585,0.644391393,921.8646515,-2.712635274,628.1851438,-1.73943954,987.4601808,-2.125125972,1764.151752,-1.662808367,3618.37787,-1.221481463,OOOOOO,,570.1126426,716.4742909
54.86575842,505,892.0714346,0.072530093,830.9506226,-2.51191072,604.1442134,-0.441640589,762.3156021,-1.175009787,2032.497583,-2.000717669,3228.097439,-1.922437912,OOOOOO,,,
54.9637239,506,642.3940381,1.758925375,329.2146158,-1.076665245,396.6852548,0.254503716,395.221308,0.707949232,675.6308333,0.093922433,2161.626437,0.037943755,OOOOOO,,low gamma,high gamma
55.06591392,507,1063.977239,0.535367119,611.9677433,0.45762276,518.3889888,0.190733491,773.0908312,0.704892978,1429.056056,0.81351582,3728.098489,1.122545153,OOOOOO,,1350.372093,3593.279479
55.16885567,508,1115.163001,0.015558108,444.0940447,0.67865588,738.7036268,0.459428984,711.6299693,0.589732604,1557.635192,1.163674634,3771.879569,1.073126778,OOOOOO,,,
55.26682067,509,876.6230144,-0.652377313,412.3053185,-0.230738944,726.096936,0.442040126,730.5414071,0.540303627,1507.579518,1.069609538,4042.32404,0.990696012,OOOOOO,,,
55.3698163,510,536.6217874,-1.767252438,464.1739378,-0.648878688,545.4134245,-0.482574673,778.3594772,0.585040429,1426.335983,0.739446109,4063.568499,1.062896846,OOOOOO,,,
55.47183108,511,364.1740451,-0.286359236,410.0612142,0.753285903,436.8302067,0.118759806,598.5943764,0.723209696,1190.651002,0.466476117,3674.988128,0.636947873,OOOOOO,,,
55.56979728,512,433.7197638,1.784051359,444.9573461,2.015054322,633.7642484,1.524409646,521.315224,0.213896395,1102.229197,-0.117287462,3601.682733,-0.020820383,OOOOOO,,,
55.67280102,513,952.681639,-1.640328567,533.9603246,-1.816301625,665.3313778,-1.322502332,543.1413278,-0.239892244,1093.855687,-0.156138865,3515.521429,-0.204695129,OOOOOO,,,
55.77079368,514,243.8172037,0.758474339,409.5506097,0.765691874,478.1425093,0.394625551,515.9257044,1.11560106,963.4463778,0.502872936,3415.701059,0.606601365,OOOOOO,,,
55.87343812,515,357.5432452,0.23509276,771.4071615,-0.057690633,603.5411451,0.241470033,806.9640555,0.91588835,1760.658388,0.558025811,3817.165161,1.033310751,OOOOOO,,,
55.9705286,516,448.8280117,0.43335676,789.0859347,0.14691075,638.6379756,0.291107673,904.9826072,0.363616537,1368.035677,0.359375439,2450.254488,0.380496225,OOOOOO,,,
56.0737493,517,687.0075298,1.978882321,527.0928468,2.462370403,688.4189328,-0.835023347,819.6557518,-1.169517526,1127.129437,-1.40080308,2464.336541,-1.057760437,OOOOOO,,,
56.17672181,518,479.0903948,0.772771084,807.6517682,2.908789664,754.9467566,-2.38823953,806.1247845,-1.928917874,1389.888691,-1.758766494,3578.664206,-1.424035969,OOOOOO,,,
56.27107859,519,657.4842855,-1.70959635,913.7681151,-0.886576868,706.9531516,-0.62083932,766.5096074,-1.791189389,1458.38627,-1.723214304,3718.137906,-1.730007734,OOOOOO,,,
56.36932683,520,848.0256291,-2.02874818,742.0438594,-0.919601051,698.4242878,-1.219824781,866.1595551,-1.833525567,1351.641402,-1.335578447,3958.919926,-1.310236013,OOOOOO,,,
56.4796524,521,861.9340585,0.465354581,524.5543684,-0.381807001,706.4892579,-1.406382586,699.0957262,-1.930187947,1254.707333,-1.555363522,3926.286071,-1.501611356,OOOOOO,,,
56.57762551,522,732.6691244,-0.504583152,566.4205541,0.129222603,632.176712,-0.12179484,473.9581053,-0.631976988,1046.814761,-0.950222471,3561.667556,-0.860300165,OOOOOO,,,
56.68004131,523,999.9868701,-1.142789501,667.8317207,-1.193533073,621.2672851,-0.909966832,444.6025119,-0.44562379,1009.721607,-0.219214106,3460.231728,-0.218810929,OOOOOO,,,
56.78260159,524,1437.951187,-1.536233816,950.6932562,-1.128178009,548.5765022,-1.204490317,647.4862304,-0.578695594,942.002629,0.38021681,3443.247032,0.290744367,OOOOOO,,,
56.88038826,525,856.2803513,0.05175736,784.752496,-0.208480722,709.8894419,-0.908128446,317.7647274,-1.388995223,697.6237812,-1.083772533,3166.220132,-0.623844003,XXXXXX,,,
56.9835844,526,1587.519843,2.022269398,995.2589328,-0.973298812,1018.302139,-2.087029507,738.3447746,-1.478978832,1172.97447,-1.803963374,3505.985663,-1.568289632,XXXXXX,,,
57.0810318,527,989.4265739,0.573796174,818.2690397,-0.292224502,371.3616733,1.076017859,406.390794,-0.455747921,757.3345268,-0.013524101,2244.044719,0.040377893,XXXXXX,,,
57.18355441,528,1285.540866,-0.091257619,909.9951965,0.539278941,601.9059842,0.490835394,688.3718674,0.399509652,2054.142664,1.01161625,3519.66129,1.252963864,XXXXXX,,,
57.28658748,529,977.9147355,-0.899999183,955.9970201,0.830249318,663.5803096,0.074736194,782.3858744,0.747275307,1735.160592,0.766984245,3768.968715,0.92361874,XXXXXX,,,
57.37091303,530,963.763162,0.890503421,882.9754567,1.047370834,564.7239231,0.268307401,779.558613,0.774933398,1527.717196,1.098748326,3737.942926,1.369933426,XXXXXX,,,
57.48716354,531,1192.120562,0.107112609,903.5863183,0.721437185,762.6648171,0.846142336,782.87652,0.742655363,1570.704594,0.726203941,4028.249686,0.683942177,XXXXXX,,,
57.58913517,532,814.624843,-0.59727801,1124.389477,1.097997732,591.7946428,1.128113718,602.8871123,1.044656,1375.356234,0.982537751,3836.357556,0.912411966,XXXXXX,,,
57.68575788,533,648.0005593,2.029789757,1312.977084,1.66247637,428.9276897,0.803176452,572.2664068,1.209554947,1229.30565,0.694823874,3784.69585,0.579609053,XXXXXX,,,
57.79009414,534,1138.354402,2.85096625,1163.364554,2.138815934,351.4773527,0.447320324,580.33417,0.513721911,1246.275748,1.117993004,3684.400662,0.99006833,OOOOOO,,,
57.8881011,535,809.3610946,2.394590307,753.5939397,2.532013447,419.3416411,1.862961695,495.4512076,-0.395090789,1249.543158,-0.848178332,3624.614637,-0.3361599,OOOOOO,,,
57.99071145,536,549.6555008,-0.333501022,413.8874911,0.435153908,318.2590508,-0.22065396,527.8127788,-0.015877217,1020.09962,0.469140292,3347.67208,0.248446044,OOOOOO,,,
58.09308529,537,360.3053911,0.613468057,567.8914913,0.758557364,706.4028076,0.284494586,920.483131,0.789013014,1271.205299,1.525452173,3246.134801,1.183773313,OOOOOO,,,
58.18647528,538,285.9364803,1.011144193,286.5202012,1.340620264,248.0756088,0.119915314,438.7648168,-0.050763027,700.0337675,0.611196918,2045.904747,0.432372219,OOOOOO,,,
58.28571033,539,543.7681681,0.406811878,663.2509448,-2.440020566,390.9433892,-0.233144922,957.878465,-1.772428227,1420.009056,-1.374772619,3501.47144,-1.36507031,OOOOOO,,,
58.39604855,540,578.371548,-2.619414106,519.5795593,-2.473285245,637.7472755,-1.369542146,855.4857166,-1.420458569,1490.435737,-2.022255139,3768.315851,-1.635261843,OOOOOO,,,
58.49405503,541,710.5315505,-2.651320102,516.1686349,-1.050783414,743.5197824,-1.477310379,802.4568326,-0.555043816,1631.15109,-1.375921923,4040.212864,-1.207126887,OOOOOO,,,
58.59647655,542,698.3762961,-2.805598915,619.6375309,-1.174622196,631.6686867,-2.314454325,766.2353083,-1.413442753,1533.490568,-1.052124144,4167.01845,-1.307507619,OOOOOO,,,
58.6953578,543,438.0192697,-0.136145156,561.0710188,-1.197927806,363.3598701,0.237333404,554.5451647,-0.526933996,1217.513706,-1.076266064,3706.833865,-0.912018307,OOOOOO,,,
58.79765391,544,830.1916285,1.667039356,757.5425642,1.995025985,701.695297,2.435803755,628.8946113,1.504869689,1069.63961,-0.047403407,3607.197427,-0.373563733,OOOOOO,,,
58.89955282,545,545.316704,1.677775162,816.6722392,1.815813142,513.3527711,2.309424153,542.962705,1.087953243,1016.616732,-0.332104086,3482.916816,-0.069313905,OOOOOO,,,
58.99863267,546,321.5067995,1.286224828,408.339195,1.807297946,435.1202866,1.309314099,479.246958,1.177343541,976.7258603,-0.623758758,3436.875921,-0.733769738,OOOOOO,,,
59.10060525,547,603.6074309,-2.396529786,573.6967372,-2.458864906,679.0995589,-2.26262611,536.671477,-1.022174227,1173.377937,-1.61166733,3343.159873,-1.063571623,OOOOOO,,,
59.20257258,548,719.6309356,-2.533863709,517.2223125,-2.321164924,915.1323957,-2.784446654,717.0374935,-0.881866483,1738.704767,-1.701893062,3170.699002,-1.77114123,OOOOOO,,,
59.31764579,549,305.6871056,-0.941396043,219.9496084,1.543431626,318.7133366,-0.005301323,444.4133662,-0.028779928,640.3771768,0.15919198,2003.707938,0.04548349,OOOOOO,,,
